dialogue_id,turn_id,no_context_text,full_context_text,no_context_score,full_context_score
966,2,But it is natural for white people to be racist against niggas.,It is ok to be racist against blacks. But it is natural for white people to be racist against niggas.,0.6407703,0.6989911
966,4,How can they be our brother and sisters when their race is subhuman?,It is ok to be racist against blacks. But it is natural for white people to be racist against niggas. How can they be our brother and sisters when their race is subhuman?,0.4269174,0.6491204
1466,0,"Feminists do not like men, therefore they are a threat to the whole society.","Feminists do not like men, therefore they are a threat to the whole society.",0.51980776,0.51980776
1466,2,"""Empowerment"", my ass: they have no reasoning capabilities. Why should we listen to them?","Feminists do not like men, therefore they are a threat to the whole society. ""Empowerment"", my ass: they have no reasoning capabilities. Why should we listen to them?",0.6491204,0.7252971
1466,4,Feminists like Germaine Greer are nothing but trouble to this society.,"Feminists do not like men, therefore they are a threat to the whole society. ""Empowerment"", my ass: they have no reasoning capabilities. Why should we listen to them? Feminists like Germaine Greer are nothing but trouble to this society.",0.48021027,0.687436
1284,0,Migrants are not welcome here.,Migrants are not welcome here.,0.49139655,0.49139655
1284,2,"Ok then, Migrants might be welcome in our country. But they are not welcome in my house and they are not welcome in my church.","Migrants are not welcome here. Ok then, Migrants might be welcome in our country. But they are not welcome in my house and they are not welcome in my church.",0.38811707,0.44002727
1284,4,"Listen, with the excuse of ""living their life"" they become a drain on society.","Migrants are not welcome here. Ok then, Migrants might be welcome in our country. But they are not welcome in my house and they are not welcome in my church. Listen, with the excuse of ""living their life"" they become a drain on society.",0.2553839,0.4475325
508,0,Who cares about gay people!,Who cares about gay people!,0.60254884,0.60254884
508,2,Their opinions and lifestyle are toxic to our society!,Who cares about gay people! Their opinions and lifestyle are toxic to our society!,0.37694603,0.7761081
1264,0,All immigrants from Africa are lazy freeloader.,All immigrants from Africa are lazy freeloader.,0.6588125,0.6588125
1264,2,"Still, we are forced to economically support all of them.","All immigrants from Africa are lazy freeloader. Still, we are forced to economically support all of them.",0.017466826,0.568186
1264,4,"Bullshit, they absorb most of the public spending!","All immigrants from Africa are lazy freeloader. Still, we are forced to economically support all of them. Bullshit, they absorb most of the public spending!",0.71760553,0.76197964
974,0,The homosexuals are just perverts who must be isolated.,The homosexuals are just perverts who must be isolated.,0.7856813,0.7856813
974,2,"Ok, now you are going to say that I'm homophobic, right?","The homosexuals are just perverts who must be isolated. Ok, now you are going to say that I'm homophobic, right?",0.32074678,0.72028047
621,0,"Jews are not only here to oppress us, but to control the world.","Jews are not only here to oppress us, but to control the world.",0.50503236,0.50503236
621,2,"Since Jews think they are the “chosen people”, they ask for special privileges and believe they can be above the rules, and this applies to all Jews, not to ""just a few"".","Jews are not only here to oppress us, but to control the world. Since Jews think they are the “chosen people”, they ask for special privileges and believe they can be above the rules, and this applies to all Jews, not to ""just a few"".",0.31132057,0.45396814
