text,parent_text,text_score,parent_score,actual_score,api_score
"I have to revert myself on that, the footnote on page 2 of the UN/LOCODE manual  calls these three letters the ""location code"". ","""Second part (below the country level)"" would probably be most correct. However, since these two HVV ''are'' cities, I think we should stick with ""city part"" for the time being.(?) I have to revert myself on that, the footnote on page 2 of the UN/LOCODE manual  calls these three letters the ""location code"". ",0.019351736,0.034513097,0,0.069
Number is blank on MLB. ,Yankees officially list a player and a coach with #60 at the moment...  you have spring training instructors wearing #s they had as players... even though new players have the # currently...  so who's knows...  (spring training #s are unofficial anyways)  Number is blank on MLB. ,0.009738698,0.015142105,0,0.0305
"Welcome back, FQ. ) ''''''","I am not planning to be as active as I was, but I'll try to contribute in a moderate way. Welcome back, FQ. ) ''''''",0.027913637,0.020231359,0,0.2312
"Hokay. But I think that in this case we can stick his alcoholism, et al, in the publication history (or biography, seeing if its more relevant); I don't think there's enough for a long characterization section. But I'll see if sources bear that out.  ()","Sounds good, see my comments at Hulk. Also, I'd really like to focus on his war-related materials, as I think that the military industrialist and the alcoholism are the two things which genuinely set this character apart from others. I'm sure there's other stuff out there, but these two points are the most distinguishing features to me.  Hokay. But I think that in this case we can stick his alcoholism, et al, in the publication history (or biography, seeing if its more relevant); I don't think there's enough for a long characterization section. But I'll see if sources bear that out.  ()",0.085582085,0.08083374,0,0.0706
"Yeah, I have no idea how that happened. And thanks for checking! ) Cheers,  ","I remember protecting that page and I'm 100% sure that I can't remember using cascading protection. There's no need to. Sorry for any inconveniences this caused! Cheers,  
Didn't cause any inconvenience, it's just that it looked wrong to me, and I believe that an admin usually should, before reverting an action of an other admin, attempt to contact him/her.  Yeah, I have no idea how that happened. And thanks for checking! ) Cheers,  ",0.010618322,0.031449065,0,0.0152
"Sadly there's no Oxford sister category that I can find. I'd be surprised if there were an issue with using the coats of arms for these templates, as one is currently being used for Clare College, for example, and is present in Wikimedia Commons; but, as I said, I'm no lawyer, and certainly no expert in heraldic matters!  ","That is why I brought up the copyright issue earlier. -  @Sadly there's no Oxford sister category that I can find. I'd be surprised if there were an issue with using the coats of arms for these templates, as one is currently being used for Clare College, for example, and is present in Wikimedia Commons; but, as I said, I'm no lawyer, and certainly no expert in heraldic matters!  ",0.050821137,0.05799546,0,0.081
Source please. ,"Filed in late '91, deliberations begin in '92, and it's decided in early '95.   Source please. ",0.010618322,0.010115679,0,0.0313
"But people searching for the Ark of the Covenant are looking for just that, not a concept of Mary as part of a new covenant. They are not the same thing even if they use similar words. The Ark of the Covenant was supposedly a physical object. ","But I think that when someone researching about the ark of covenant.It will have benefit to know what Some people think about it in christianity as Ark of the New Covenant.
 But people searching for the Ark of the Covenant are looking for just that, not a concept of Mary as part of a new covenant. They are not the same thing even if they use similar words. The Ark of the Covenant was supposedly a physical object. ",0.027560094,0.045625936,0,0.0253
"Yes thanks, it is interesting.  Just out of curiosity, do they try to induce ""religious experience"" like they have done with some recent research?  Regards ","Thanks for your input. Do you want to go so far to claim, they are actually believing to measure alpha and theta brain activity with the E-meter? Yes thanks, it is interesting.  Just out of curiosity, do they try to induce ""religious experience"" like they have done with some recent research?  Regards ",0.03734144,0.06896287,1,0.0263999999999999
I don't see any benefit to it.  ,"What do y'all think about  as a redesign of the ""Cast"" section?    / I don't see any benefit to it.  ",0.036634352,0.050821137,0,0.0596
''Very'' picky (it was either this or deletion)... thanks for helping us out.,"Hmm. I'll try to see what I can find. Having worked on the above mentioned page, I've got to say you guys seem to have gotten quite picky (which is probably a good thing given the problems previously before). ''Very'' picky (it was either this or deletion)... thanks for helping us out.",0.0438942,0.041172907,0,0.0736
" You're commenting on the things I've already removed, correct?  Sorry that I didn't apologize about them when I removed them.  ","Your user page mentions that you are civil. However, I saw cursing and a WP:COI allegation. Please take those back.   You're commenting on the things I've already removed, correct?  Sorry that I didn't apologize about them when I removed them.  ",0.09568449,0.24282593,0,0.0708
My deepest condolences. I hope he gets well soon. ,"Same here. When you come back, hit me. ;)   My deepest condolences. I hope he gets well soon. ",0.008670582,0.079250954,0,0.1477
"Saber, we all trying to revert Bsharvy and Rachel edits, do not feel bad about your edits being reverted. Right now the article is protected in the wrong version of BsHarvy. Your work to the article is good, and we will try to fix it all once the POV stops.  ","Your edit was nothing but disruptive and I've reverted it as such. Don't revert to a week-old revision without very good reasons, i.e. heavy vandalism etc. The only things there's been an edit war about were the same old tags above the lead. Everything else was fine and generally accepted with discussion on the talk page. Saber, we all trying to revert Bsharvy and Rachel edits, do not feel bad about your edits being reverted. Right now the article is protected in the wrong version of BsHarvy. Your work to the article is good, and we will try to fix it all once the POV stops.  ",0.051810697,0.30319387,0,0.0676
